sample_type GATA3 PTEN XBP1 ESR1 MUC1
Tumor -2.21 1.08 -1.62 -1.31 1.59
Tumor 2.57 -0.08 2.04 3.5 2.14
Tumor -0.44 1.28 -0.99 -2.53 1.36
Tumor 1.34 0.93 3.53 -0.37 3.23
Tumor -0.19 1.36 0.6 -0.8 2.07
Tumor 1.36 0.68 1.36 2.64 4.05
Tumor 2.95 0.47 3.03 4.54 2.77
Tumor 3.5 0.9 3.27 4.58 1.59
Tumor 2.62 0.9 3.84 5.61 2.45
Tumor -3.9 1.78 -2.08 0.45 -2.38
Tumor -2.85 0.27 -1.28 -4.19 -0.41
Tumor -0.96 -0.46 0.75 -1.39 2.47
Tumor 1.02 -0.11 2.26 2.4 -1.73
Tumor 1.24 1.26 1.92 2.75 1
Tumor 1.53 0.92 2.22 4.64 2.93
Tumor 2.91 0.78 2 2.66 3.04
Tumor 1.64 1.97 2.52 3.74 3.06
Tumor 1.61 1.85 2.35 1.98 2.52
Tumor 2.11 1.48 2.33 5 1.16
Tumor 2.94 0.53 3.4 4.93 3.26
Tumor 2.69 0.46 1.67 2.48 4.13
Tumor -1.88 2.69 -1.59 0.79 -1.59
Tumor 2.86 1.64 1.83 3.87 3.44
Tumor 2.03 1.28 2.88 2.29 3.37
Tumor 2.59 1.2 3.33 4.88 3.38
Tumor 1.84 0.93 2.24 4.42 3.09
Tumor 1.91 0.99 3.99 4.01 3.53
Tumor -0.7 2.5 1.93 2.27 -0.1
Tumor 1.68 0.72 2.41 3.54 2.45
Tumor 2.23 0.22 0.84 4.42 1.6
Tumor 1.7 0.35 3.04 4.43 2.64
Tumor 2.82 0.36 3.99 5.23 2.28
Tumor 2.62 0.69 2.63 3.92 -0.12
Tumor 3.39 0.15 4.57 5.1 2.62
Tumor -1.3 1.65 -1.46 -2.1 -2.33
Tumor -2.81 0.88 1.71 -3.42 3.46
Tumor 1.24 0.74 1.86 0.71 3.56
Tumor 3.05 0.76 3.12 4.75 2.5
Tumor -1.2 -0.51 -1.31 -2.41 0.2
Tumor 0.15 0.64 0.36 0.79 0.48
Tumor -2.94 2.64 -1.66 0.56 -2.13
Tumor 1.47 1.45 2.7 3.11 3.19
Tumor 1.7 0.24 2.09 3.8 3.54
Normal -3.46 0.82 -0.6 3.04 2.66
Normal -3.69 0.86 0.93 3.11 2.14
Normal -3.81 0.88 0 2.6 2.73
Normal -4.35 -1.9 -1.01 2.3 1.92
Normal -4.53 0.79 0.16 1.85 1.86
Normal -3.88 -0.54 -0.9 1.55 2.89
Normal -3.45 0.6 -1.06 2.59 2.75
Normal -4.25 0.83 -1.52 1.66 3.22
Normal -3.15 0.65 -0.98 0.67 2.64
Normal -4.25 0.55 -1.08 2.51 3.2
Normal -3.99 0.23 -1.72 2.87 2.94
Normal -3.43 -0.01 -0.69 2.88 2.74
Normal -3.21 -0.38 -1.01 2.27 2.74
Normal -4.31 0.03 -2.36 1.56 1.4
Normal -4.46 -0.21 -0.83 1.24 2.96
Normal -4.13 0.02 -2.18 2.48 1.36
Normal -3.83 1.27 -2.05 1.64 0.33
Normal -5.24 -0.14 -1.82 -1.92 0.97
Normal -4.72 1.14 0.35 1.54 2.13
Normal -4.29 0.43 -0.34 0.94 1.96
Normal -3.51 1.23 0.98 2.44 3.12
Normal -4.22 1.54 -0.24 0.83 0.43
Normal -5.55 0.45 -1.29 1.79 2.76
Normal -4.7 0.75 -0.88 2.15 2.44
Normal -4.72 -0.59 -0.39 0.77 0.9
Normal -4.44 -1.35 -0.8 2.45 2.35
Normal -5.3 -0.75 -2.54 0.88 2.67
Normal -5.27 -0.01 -0.67 0.89 1.49
Normal -4.52 -0.05 -2.46 0.11 1.32
Normal -5.96 0.54 -2.39 2.78 0.56
Normal -4.5 0.51 -1.11 0.88 1.68
Normal -4.01 1.91 -0.22 3.32 2.65
Normal -4.98 1.64 -1.32 2.55 2.3
Normal -4.66 0.31 -1.56 1.55 2.28
Normal -3.73 -0.11 -0.8 2.33 2.63
Normal -2.66 1.05 -2.27 1.59 2.77
Normal -4.68 1.14 -1.71 1.54 1.37
Normal -2.27 -0.01 -1.93 -0.43 0.67
Normal -4.87 0.39 -2.54 1 0.58
Normal -3.95 0.94 -1.63 1.9 2.02
Normal -4.51 -0.03 0.15 3.4 3.04
Normal -3.62 0.61 -0.45 1.81 3.76
Normal -2.9 0.66 -0.3 0.49 3.03
Normal -3.66 0.9 -2.46 2.12 1.82
Normal -3.83 -0.43 0.41 1.47 3.12
Normal -4.78 0.41 -2.88 1.21 -0.16
Normal -4.7 0.78 -0.26 1.68 2.2
Normal -4.56 1.01 -1.24 1.82 1.63
Normal -4.69 1.19 -1.75 2.01 2.13
Normal -4.22 0.92 -0.45 2.33 2.66
Normal -4.15 -0.65 -0.38 2.5 2.92
Normal -4.49 1.6 -1.7 1.67 2.6
Normal -4.53 0.75 -0.1 2.19 2.59
Normal -4.32 -0.08 -0.79 1.35 3.1
Normal -4.66 1.21 -0.73 0.74 1.1
Normal -4.95 1.12 -1.09 3.02 3.27
Normal -4.89 1.12 -0.52 2.31 3.27
Normal -5.23 0.66 -2.33 3.12 2.02
Normal -5.34 -0.1 -2.31 -2 1.02
Normal -4.7 0.09 -1.97 1.37 2.63
Normal -4.23 -0.05 -0.48 2 1.5
Normal -4.85 1.6 -1.74 1.87 1.28
Normal -4.52 -0.37 -0.57 1.66 3.71
Normal -5.21 0.43 -2.54 0.56 1.11
Normal -5.35 0.36 -0.39 1.73 1.43
Normal -5.58 0.32 -0.38 1.39 1.37
Normal -3.84 1.81 -0.85 1.92 3.54
Normal -4.48 0.41 -0.89 1.33 2.24
Normal -5.71 1.27 -1.2 -1.92 0.14
Normal -5 1.66 1.91 0.39 2.62
Normal -5.15 0.71 -1.05 1.6 2.38
Normal -4.16 0.65 -0.26 1.78 3.29
Normal -3.19 -0.01 -1.87 -2.08 1.71
Normal -3.48 1.05 -2.82 1.45 1.24
Normal -3.47 0.52 -2.11 1.57 2.88
Normal -3.53 -0.35 -0.87 -2.1 1.37
Normal -3.8 0.35 -2.59 1.87 2.66
Normal -3.84 0.28 -2.61 0.24 -0.05
Normal -3.28 0.11 0.51 2.51 3.16
Normal -2.39 -0.79 0.02 0.88 1.19
Normal -3.36 -0.75 -1.22 2.18 3.08
Normal -3.4 0.5 -1.93 1.66 2.32
Normal -3.7 -0.63 0.68 1.1 0.85
Normal -3.34 -2.75 -0.8 2.16 3.41
Normal -3.36 -0.52 -2.49 1.88 2.42
Normal -2.76 -0.34 -0.51 1.67 2.74
Normal -3.5 0.71 -1.9 1.42 2.94
Normal -3.41 0.82 -1.66 0.68 1.66
Normal -3.91 0.24 -0.4 1.5 1.61
Normal -3.62 0.88 -2.03 1.72 3.81
Normal -3.67 0.84 -2.6 1.48 2.18
Normal -3 -0.27 -1.7 1.38 2.5
Normal -2.97 0.03 -1.63 2.61 1.38
Normal -3.8 1.18 -2.01 1.59 2.5
Normal -3.06 -0.02 -1.56 2.91 3.02
Normal -3.17 0.38 -1.3 2.34 2.15
Normal -3.53 -0.34 -0.73 0.66 2.97
Normal -3.49 -0.4 -1.29 0.24 1.36
Normal -3.33 1.27 -0.67 1.74 3.55
Normal -3.95 1.22 -0.51 -0.62 2.46
Normal -2.08 -0.14 -1.58 2.03 2.42
Normal -4.34 0.56 -0.92 1 2.89
Normal -3.8 0.19 -1.77 -0.15 2.75
Normal -3.26 1.17 -1.09 1.48 2.99
Normal -3.47 -0.23 -0.68 0.86 2.19
Normal -3.57 0.07 -1.25 1.3 3.24
Normal -3.94 1.27 -3.19 1.7 1.71
Normal -3.36 0.4 -2.32 1.59 2
Normal -3.5 -0.46 -1.42 2.79 1.9
Normal -5.02 -2.72 0.38 1.93 3.87
Normal -3.28 0.13 -1.17 0.59 1.14
Normal -4.09 1.24 -1.32 1.05 0.18
Normal -3.82 0.28 -2.2 2.28 0.94
Normal -3.95 -0.11 -1.61 0.89 3.01
Normal -3.08 -0.23 -2.62 1.61 0.65
Normal -3.61 -0.44 0.22 1.57 1.79
Normal -4.17 -0.39 -1.16 1.14 1.99
Normal -3.66 0.73 -1.7 2.67 3.01
Normal -3.33 0.63 -1.2 -0.42 3.12
Normal -4.13 -0.67 0.23 1.49 2.11
Normal -3.47 -0.34 -2.17 1.55 3.13
Normal -3.36 -0.07 -0.03 2.5 1.64
Normal -3.59 -1.13 -0.9 0.72 1.77
Normal -4.75 0.35 -0.26 1.45 3.6
Normal -4.72 1.23 -1.87 0.34 2.08
Normal -4.67 -0.45 -0.39 1.29 3.98
Normal -5.96 -0.61 -1.81 1.76 -0.66
Normal -3.1 0.68 -0.49 1.01 3.12
Normal -3.19 1.38 -2.81 2.64 0.16
Normal -4.41 1.93 0.56 0.34 3.67
Normal -3.99 1.28 -0.4 -0.25 2.66
Normal -4.42 -0.16 -1.97 0.79 2.47
Normal -3.92 0.64 -2.16 1.56 1.93
Normal -4.38 0.24 -0.45 -0.08 2.79
Normal -4.8 1.43 0.22 2.06 3.34
Normal -4.09 0.83 -1.69 1.28 3.17
Normal -3.83 0.85 0.16 1.29 2.62
Normal -4.1 0.7 -1.5 1.65 2.94
Normal -5.21 1.02 -1.55 2.64 2.85
Normal -4.52 -0.4 -0.52 2.34 2.92
Normal -4.41 -0.18 -0.65 1.19 1.8
Normal -4.21 0.16 -0.12 0.14 2.27
Normal -5.2 0.98 -1.9 0.81 2.5
Normal -3.09 -0.7 -1.62 -0.58 0.31
Normal -4.77 0.84 -1.36 0.96 2.02
Normal -4.91 1.06 -0.86 1.94 4.04
Normal -4.5 0.12 -1.22 1.85 3.62
Normal -4.4 -1.31 -0.74 1.31 1.26
Normal -4.34 0.26 -0.98 3.39 1.45
Normal -3.85 0.09 -1.04 -0.13 -0.14
Normal -4.46 0.38 -1.54 2.59 3
Normal -4.23 -0.58 -2.01 1.32 2.76
Normal -4.12 1.11 -0.13 2.65 2.47
Normal -5.03 0.97 -1.15 1.92 1.42
Normal -5.24 -0.02 0.59 0.92 2.04
Normal -4.01 0.43 0.07 1.34 2.48
Normal -4.23 -1.26 -1.69 1.45 1.79
Normal -4.42 -1.92 -1.53 2.61 2.12
Normal -4.28 1.12 1.84 1.44 4.13
Normal -2.76 0.24 -1.44 -1.2 2.92
Normal -4.56 1.36 0.24 -2.47 3.15
Normal -4.39 1.29 -0.79 0.36 2.95
Normal -5.07 1.27 -0.68 1.8 2.81
Normal -4.5 1.37 -1.28 2.03 2.85
Normal -4.56 -0.99 -2.65 1.3 1.23
Normal -4.41 0.48 -1.6 1.61 1.31
Normal -4.72 0.35 -1.31 0.73 2.76
Normal -4.7 0.17 0.29 2.51 2.8
Normal -4.21 1.09 -1.79 2.33 2.18
Normal -5.21 0.62 -1.78 0.76 2.6
Normal -4.31 0.8 -1 1.84 2.55
Normal -3.82 0.87 -0.04 0.32 3.43
Normal -4.56 1.48 -2.23 1.77 1.24
Normal -3.91 1.04 0.16 2.71 3.03
Normal -3.84 0.81 -0.76 2.94 2.01
Normal -3.27 -1.17 0.21 -0.5 2.94
Normal -3.66 1 0.02 0.47 1.31
Normal -5.78 -0.04 -2.11 1.6 2.92
Normal -4.83 0.58 -0.79 1.79 1.61
Normal -4.37 0.13 -1.52 0.88 2.04
Normal -4.35 0.49 -1.47 1.98 3.62
Normal -3.17 0.51 -1.57 1.38 2.88
Normal -3.69 0.24 -1.26 0.88 2.37
Normal -2.65 -0.21 0.15 -3.47 -0.52
Normal -3.81 -0.3 -1.48 1.38 1.85
Normal -4.16 0.97 -0.86 1.25 3.62
Normal -4.18 0.98 -1.58 1.25 3.14
Normal -4.14 1.23 -0.8 1.63 3.21
Normal -5.06 1.43 -0.44 2.79 1.94
Normal -4.11 0 -1.63 0.85 2.2
Normal -4.85 0.14 -0.98 0.43 -0.86
Normal -4.86 -1.54 -1.67 0.45 3.05
Normal -3.51 -0.48 -0.58 2.66 3.36
Normal -4.7 0.21 -2.17 2.24 0.68
Normal -5.18 0.64 -1.5 0.82 0.68
Normal -4.21 0.44 -0.83 2.37 1.31
Normal -3.97 1 -2.1 1.61 3.04
Normal -5.47 0.01 -0.64 1.73 2.12
Normal -3.54 0.5 -0.34 1.12 2.54
Normal -3.46 0 -2.19 1.98 2.57
Normal -4.04 1.43 -0.54 1.39 2.7
Normal -3.98 -0.43 0.31 1.86 2.02
Normal -3.88 0.69 0.56 2.86 2.99
Normal -4.25 1.81 -1.24 1.51 1.87
Normal -3.94 0.13 -0.6 1.74 2.73
Normal -3.91 -0.17 -0.47 1.18 1.31
Normal -3.62 0.23 -1.68 1.36 2.71
Normal -4.44 0.29 -1.82 -3.43 0.54
Normal -5.9 0.45 -2.83 1.5 3.91
Normal -4.86 0.34 -0.26 1.51 2.45
Normal -3.71 0.79 -0.55 1.14 3.23
Normal -4.39 0.55 -2.16 2.22 1.99
Normal -3.75 -0.82 -1.29 1.86 2.76
Normal -5.39 1.57 -1.04 0.52 3.24
Normal -3.52 -1.7 -0.92 2.42 2.4
Normal -4.47 0.74 -1.08 3.22 2.42
Normal -2.92 -0.02 -1.71 -1.81 0.2
Normal -4.29 0.88 -1.81 1.27 0.31
Normal -4.35 0.42 -0.18 2.03 3.47
Normal -3.45 0.2 -1.08 1.85 2.51
Normal -3.5 -0.91 -2.31 1.12 2.26
Normal -3.86 0.42 -2.08 -3.05 1.92
Normal -3.41 1.37 -1.56 -0.06 2.54
Normal -4.55 0.35 -0.83 1.31 2.55
Normal -3.58 0.19 -1.45 -0.66 2.63
Normal -3.5 0.08 -1.33 1.18 2.21
Normal -4.68 -2.61 0.72 1.86 2.38
Normal -3.57 0.34 -1.8 2.47 3.16
Normal -3.87 0.55 -1.25 0.2 3.12
Normal -5.09 1.01 -0.19 1.31 3.85
Normal -4.69 1.21 -0.12 1.28 4.06
Normal -4.43 1.07 -0.72 2.3 3.22
Normal -4.95 0.73 -1.04 1.42 1.78
Normal -5.45 1.5 -1.13 2.36 1.86
Normal -4.14 1.05 -0.55 2.99 2.64
Normal -4.35 0.89 0.2 2.46 2.42
Normal -5.3 0.27 -1.01 1.31 1.79
Normal -4.53 1.2 -0.98 1.3 2.25
Normal -4.54 0.63 -2.35 -3.16 2.46
Normal -4.28 1.15 -1.35 1.57 3.04
Normal -5.12 1.19 -1.32 2.63 3.57
Normal -5.67 0.97 -0.74 1.92 2.13
Normal -4.95 0.48 -1.56 2.08 3.14
Normal -3.53 1.01 -1.26 2.07 3.02
Normal -3.85 1.48 -1.34 2.67 3.82
Normal -4.62 -0.17 -0.74 0.95 3.56
Normal -3.29 0.99 -0.38 2.32 2.85
Normal -2.79 0.36 -1.97 2.15 -0.38
Normal -4.2 0.12 -2.01 1.94 2.85
Normal -5.18 0.09 0.07 1.5 1.9
Normal -4.07 0.3 0.55 2.56 2.45
Normal -4.04 0.76 -0.96 2.53 3.67
Normal -4.84 0.48 -2.34 2.81 2.84
Normal -4.64 0.87 -2.33 1.63 1.62
Normal -4.88 0.04 -1.81 1.38 1.9
Normal -4.19 1.35 0.73 1.91 2.12
Normal -4.08 1.95 0.4 1.99 2.16
Normal -5.18 2.08 -0.28 3.36 1.52
Normal -4.46 1.06 -0.37 2.41 2.13
Normal -4.86 0.26 -0.82 -3.29 -0.28
Normal -4.19 1.01 -0.69 2.27 3.1
Normal -5.04 0.07 -1.6 2.27 1.46
Normal -3.64 1.33 -0.61 2.3 -0.2
Normal -4.14 1.22 -1.93 2.13 2.39
Normal -4.47 0.77 -0.04 1.36 2.24
Normal -4.16 0.6 -0.75 2.01 2.32
Normal -3.32 1.28 -0.54 1.09 1.41
Normal -4.83 0.8 -2.4 0.83 2.63
Normal -3.31 1.56 -1.66 1.88 2.64
Normal -4.13 0.45 -0.42 1.91 2.15
Normal -3.63 1.01 -0.14 1.47 2.95
Normal -3.95 0.88 -2.48 2.32 3.13
Normal -5.25 -1.06 0.02 1.03 0.61
Normal -5.14 1.32 -0.92 2.12 2.14
Normal -5 1.09 -0.14 2.2 1.96
Normal -4.63 1.35 -3.03 1.37 1.8
Normal -4.71 1.81 -1.02 2.55 2.56
Normal -3.48 1.55 0.7 1.54 3.22
Normal -4.4 0.32 -0.21 3.23 2.38
Normal -5.24 0.44 -0.98 2.17 2.36
Normal -3.95 0.92 0.44 1.01 2.84
Normal -4.34 0.91 -2.17 1.57 2.5
Normal -4.6 0.21 1.32 0.98 3.56
Normal -3.78 1.38 -0.44 1.57 2.14
Normal -3.99 0.37 -0.95 1.51 1.18
Normal -4.25 0.69 -2.68 2.27 -0.14
Normal -4.49 0.7 -1.06 2.76 2.13
Normal -3.76 0.95 -0.05 4.03 1.97
Normal -4.55 0.07 -1.91 1.49 2.8
Normal -4.08 0.87 0.89 2.57 2.59
Normal -3.57 -0.62 -1.01 2.18 3.76
Normal -4.05 0.73 0.34 2.67 2.79
Normal -3.41 1.33 0.24 2.62 3.81
Normal -5.69 0.86 -0.68 0.69 3.05
Normal -4.99 -1.11 1.64 -3.51 0.9
Normal -5.08 1.32 0.11 2.41 3.98
Normal -5.18 0.47 -0.44 2.97 2.77
Normal -5.06 -0.03 -0.32 2.55 4.08
Normal -4.91 0.59 -0.14 -0.75 2.84
Normal -4.14 1.04 0.45 1.8 2.62
Normal -5.69 -1.94 -2.77 3.45 3.84
Normal -5.73 0.82 -1.05 2.51 0.64
Normal -4.23 1.21 -1.72 2.95 -0.44
Normal -5.01 -1.67 -1.13 1.89 2.65
Normal -4.36 0.55 -2.05 1.6 2.48
Normal -5.91 0.41 -2.1 1.29 3.39
Normal -4.44 0.48 -1.72 2.64 2.37
Normal -4.25 1.75 -1.56 2.88 2.51
Normal -3.79 -1.24 -0.24 -0.02 2.66
Normal -4.12 1.11 -0.18 2.68 3.03
Normal -4.57 1.65 -0.51 2 3.21
Normal -4.46 0.16 -0.54 0.6 2.92
Normal -3.5 0.21 0.54 2.22 2.81
Normal -4.52 1.27 0.02 2.17 3.15
Normal -4.74 0.65 -0.39 2.47 2.48
Normal -4.44 0.4 0.28 2.25 2.75
Normal -4.39 1.15 -0.15 1.32 2.7
Normal -4.1 0.48 -0.62 1.82 2.84
Normal -4.58 -1.42 -0.37 1.71 3.78
Normal -4.24 0.51 -0.28 1.62 2.93
Normal -5.84 0.29 -0.73 1.73 1.08
Normal -4.6 0.87 0.35 2.3 2.72
Normal -3.79 1.77 -1.31 1.71 1.86
Normal -4.55 0.7 -1.17 0.77 1.72
Normal -0.94 0.97 -1.34 -5.03 0.01
Normal -4.63 1.67 0.33 2.8 1.77
Normal -4.33 1.49 -0.13 1.98 3.57
Normal -5.25 0.76 0.39 3.5 4.07
Normal -4.48 0.74 -0.9 1.48 3.51
Normal -5.77 0.72 -0.22 2.38 1.73
Normal -4.26 1.27 -0.05 1.65 3.4
Normal -4.71 1.88 0.34 2.13 2.29
Normal -2.99 0.15 -1.71 2.35 -0.02
Normal -3.93 0.92 -1.13 2.58 2.74
Normal -3.94 0.97 0.84 0.64 3.41
Normal -4.86 1.42 -1.17 1.81 2.71
Normal -5.48 0.12 0.96 1 3.21
Normal -3.68 1.32 -0.39 0.9 2.03
Normal -4.17 1.92 0.05 1.45 3.19
Normal -3.68 1.65 -0.65 1.28 1.87
Normal -3.82 1.2 0.94 2.15 0.93
Normal -4.34 0.96 -1.21 1 1.55
Normal -4.81 1.21 -0.5 1.84 3.02
Normal -4.51 0.92 0.41 1.62 2.7
Normal -4.67 0.19 -0.18 0.6 2.25
Normal -4.21 1.26 -1.93 1.37 2.3
Normal -4.26 1.87 -0.95 1.95 1
Normal -3.44 1.65 -1.29 3.27 2.82
Normal -3.99 1 -0.78 2.58 2.1
Normal -3.53 -0.3 -1.57 3.63 2.64
Normal -4.22 -0.29 -1.24 -3.37 -0.82
Normal -3.27 0.19 0.89 1.59 2.14
Normal -4.32 1.91 -0.44 0.22 2.58
Normal -4.6 0.77 -1 2.92 2.39
Normal -5.59 -1.46 -0.31 2.18 2.92
Normal -3.66 0.69 -0.07 2.26 -0.84
Normal -4.55 0.76 -1.54 0.13 -0.21
Normal -4.82 0.34 -0.42 2.9 2.83
Normal -5.17 1.73 -1.47 3.29 2.95
Normal -3.83 1.16 0.74 0.41 1.44
Normal -5.16 0.8 -0.92 2.2 3.15
Normal -4.19 1.48 -1.08 2.68 1.89
Normal -4.22 1.5 -0.53 2.32 3.27
Normal -4.72 1.27 -1.46 1.68 3.52
Normal -4.65 1.56 -2.05 1.84 2.4
Normal -3.93 0.92 -1.68 1.82 2.69
Normal -3.79 0.77 -0.01 0.67 2.4
Normal -4.68 1.26 -0.51 1.76 3.56
Normal -4.74 -0.18 -1.21 2.65 2.13
Normal -4.2 1.7 0.66 0.98 1.88
Normal -4.82 1.46 -0.62 -0.14 -1.92
Normal -4.1 1.11 0.23 0.97 3.6
Normal -4.71 1.4 -1.39 0.89 3.98
Normal -4.78 1.82 -0.24 2.72 2.36
Normal -3.94 -0.02 -0.6 1.1 3.24
Normal -3.17 -0.14 -2.57 0.63 3.87
Normal -3.97 0.26 -1.06 1.7 0.98
Normal -4.88 0.43 0.1 1.23 2.05
Normal -3.94 0.49 0.35 -0.35 2.66
Normal -4.85 -0.12 0.03 2.12 1.88
Normal -4.37 0.28 -0.98 2.3 2.65
Normal -3.95 0.3 0 1.4 2.91
Normal -3.74 0.77 -1.66 1.22 1.33
Normal -4.36 1.77 -1.34 1.8 1.18
Normal -4.61 0.28 -1.82 1.73 2.45
Normal -4 -0.04 -1.43 2.06 2.74
Normal -4.11 1.29 -0.09 1.55 3.68
Normal -3.95 1.13 -0.14 2.32 3.22
Normal -4.43 0.27 -0.35 1.56 2.71
Normal -4.54 -0.39 -1.33 2.94 1.45
Normal -5.05 1.19 0.45 -0.16 2.19
Normal -4.46 0.23 -0.71 1.64 2.6
Normal -4.34 0.4 -0.07 0.86 2.7
Normal -4.96 0.7 -0.17 1.96 2.21
Normal -3.96 1.59 0.3 1.6 1.89
Normal -3.75 -0.2 -1.55 0.82 2.8
Normal -4.29 0.74 -0.79 0.62 2.84
Normal -4.93 0.92 -0.68 1.57 3.78
Normal -4.91 0.88 0.14 1.77 2.78
Normal -4.98 0.28 -1.51 -2.13 -1.19
Normal -3.6 -0.67 -2.35 1.78 0.26
Normal -4.12 1.38 -0.85 1.52 1.62
Normal -3.94 1.04 -0.92 0.77 1.76
Normal -4.41 0.58 -0.12 2.51 1.73
Normal -3.66 0.14 0.9 0.76 -0.28
Normal -4.09 0.87 -0.94 1.55 2.42
Normal -3.59 0.42 0.62 0.99 1.85
Normal -4.47 -0.09 -0.22 1.72 2.5
Normal -5.03 1.48 -0.62 3.38 2.54
Normal -4.49 0.96 -0.6 3.08 2.56
Normal -4.73 0.82 -0.37 1.54 2.7
Normal -4.07 1.16 1.23 2.15 2.96
Normal -4.63 1.3 -0.36 -0.92 3.52
Normal -4.13 -0.31 0.05 -0.45 1.4
Normal -4.38 1.01 -2.51 2.43 1.17
Normal -3.93 0.51 -0.63 1.06 2.82
Normal -5.42 0.91 0.32 2.49 2.07
Normal -3.29 1.7 -2.05 0.8 2.49
Normal -4.8 -0.14 -0.33 1.74 3.25
Normal -4.02 0.74 0.51 0.8 1.98
Normal -3.68 0.93 -1.91 1.29 1.96
Normal -4.55 0.48 -1.46 1.45 3.36
Normal -4.18 -0.27 -0.16 0.61 2.17
Normal -3.03 0.48 -1.21 0.42 4.56
Normal -4.85 0.38 0.09 1.12 0.62
Normal -2.59 -1.34 -0.05 0.97 2.72
Normal -3.45 1.77 -0.92 1.9 2.82
Normal -3.54 0.75 -0.82 3.57 2.82
Normal -4.45 0.08 -1.09 1.58 1.67
Normal -4.09 0.5 -1.81 1.64 1.79
Normal -2.86 1.17 -2.22 2.28 2.19
Normal -3.57 0.11 -0.17 1.64 2.22
Normal -3.69 1.84 -1.04 1.28 2.13
Normal -4.1 1.03 -1.96 1.59 1.47
Normal -4.52 -0.13 -0.61 0.66 2.07
Normal -4.34 0.16 0.04 1.68 3.4
Normal -4.71 0.41 -0.45 4.34 2.52
Normal -4.3 -0.89 -0.3 2.7 2.62
Normal -3.89 0.64 -0.79 1.72 2.96
Normal -4.45 1.74 -0.38 2.23 0.73
Normal -3.37 1.29 0.44 0.98 2.83
Normal -3.7 0.34 -0.59 0.92 2
Normal -4.29 1.56 -0.15 2.66 2.36
Normal -4.27 1.37 -0.7 0.48 2.27
Normal -5.07 -1.38 -0.86 1.04 2.36
Normal -4.5 1.01 0.59 1.39 0.92
Normal -4.42 0.26 -0.61 1.56 2.17
Normal -5.1 0.97 -2.44 3.21 -0.18
Normal -3.93 0.84 0.24 -0.19 1.41
Normal -4.84 0.11 -1.73 1.55 1.19
Normal -4.49 0.83 -0.53 3.03 3.21
Normal -4.12 1.27 -0.78 1.4 1.04
Normal -4.27 0.67 0.84 0.32 3.37
Normal -3.99 1.92 -0.7 1.37 3.5
Normal -4.46 1.16 -2.5 2.14 1.58
Normal -4.01 0.33 -2.4 2.42 2.65
Normal -4.13 0.37 0.44 1.74 2.53
Normal -4.25 0.83 -0.33 3.29 2.52
Normal -4.42 0.57 -0.18 1.03 2.32
Normal -5.12 1.23 -1.3 0.27 1.6
Normal -3.89 0.28 -0.9 0.6 2.47
Normal -3.95 1.25 -2.01 1.25 2.6
Normal -4.14 0.5 -0.84 2.17 3.13
Normal -4.5 1.13 -0.17 2.15 3.46
Normal -4.75 0.11 -1.85 0.87 0.72
Normal -3.49 0.4 0 1.03 1.43
Normal -4.73 0.33 -0.4 2.46 2.49
Normal -3.98 1.27 -0.72 1.98 3.06
Normal -4.27 1.37 -0.86 2.16 1.94
Normal -3.72 -0.5 -1.94 2.01 3.16
Normal -4.46 0.61 -1.94 0 0.98
Normal -4.66 0.31 -1.36 0.88 2.55
Normal -3.18 1.23 -1.07 2.07 1.34
Normal -3.94 1.4 -1.59 0.84 2.29
Normal -3.76 0.18 -0.27 0.84 2.68
Normal -4.12 0.61 -0.84 1.14 2.81
Normal -5.25 0.2 -0.96 0.54 1.37
Normal -3.29 0.68 -0.34 2.72 3.12
Normal -3.39 0.32 -0.66 0.35 1.9
Normal -4.92 0.96 -2.23 2.72 1.3
Normal -4.88 1.68 0 2.18 3.15
Normal -4.05 1.34 0.14 1.68 2.73
Normal -2.78 0.21 -0.52 1.6 2.85
Normal -5.12 -0.17 0.32 1.53 0.46
Normal -2.89 0.84 -1.56 1.92 2.72
Normal -4.09 -0.02 -0.76 3.18 2.38
Normal -4.45 2.73 -0.25 1.66 -0.3
Normal 1.4 0.04 -0.47 -4.23 1.84
Normal -4.99 1.03 -1.64 1.12 3.4
Normal -4.78 1.79 0.69 1.5 2.61
Normal -5.5 1.7 0.06 3.7 2.56
Normal -3.81 1.27 -0.19 2.56 2.4
Normal -3.9 1.26 -0.79 1.85 2.5
Normal -5.76 1.53 -0.79 1.62 0.95
Normal -5.68 0.44 -1.3 1.31 0.53
Normal -4.69 1.08 -1.35 0.02 -1
Normal -3.99 0.74 0.26 2.11 1.14
Normal -4.22 1.68 0.72 1.94 3.65
Normal -4.11 0.44 -2.09 0.64 2.26
Normal -3.26 -0.07 0.29 2.6 2.87
Normal -3.98 0 -0.69 2.03 2.15
Normal -3.76 1.35 -2.11 1.69 -0.69
Normal -4.87 0.64 -2.39 1.06 2.21
Normal -5.2 -1.4 -0.4 1.58 2.67
Normal -4.48 1.29 -0.89 1.26 3.52
Normal -4.37 0.04 -0.27 0.3 1.7
Normal -4.43 1.04 -0.68 1.32 2.22
Normal -4.04 0.95 -0.6 1.55 3.2
Normal -4.51 0.23 -1.21 2.8 2.23
Normal -5.04 -0.12 -0.3 2.12 3.06
Normal -4.09 -0.57 -0.34 0.19 1.2
Normal -4.5 1.58 0.19 2.37 3.18
Normal -5.54 0.13 -1.31 1.1 1.95
Normal -4.39 0.57 -0.55 1.29 3.04
